ætlað fíggjarstøða	í einari heildarætlan er hetta ætlaða fíggjarstøðan við endan á tíðarskeiðnum, sum heildarætlanin er fyri
ætlaður prísur	prísur, sum verður nýttur í fíggjarætlanini; talan kann vera umkostprísfyri framleiðslufaktorar ella søluprísfyri lidnu vøruna
ætlanarbúskapur	búskaparlig skipan, ið ikki letur framleiðslu og prísir upp í hendurnar á marknaðinum at gera av; myndugleikarnir áseta framleiðslu, framleiðslubýti og prísir
